-5.000000000000000000e-01 -2.999999999999999889e-01 -5.000000000000000000e-01 -2.000000000000000111e-01
-5.256247926328208031e-01 -2.506832840725630174e-01 -4.318722637959557242e-01 -2.476428703204327508e-01
-5.578811007945470024e-01 -2.125677558784144494e-01 -3.730418463058139400e-01 -1.840369030516894600e-01
-5.428350751143989905e-01 -2.023062544407625563e-01 -3.187564289825599584e-01 -1.020526840487767650e-01
-4.755132822109449098e-01 -1.960346128545975841e-01 -2.895136278408807495e-01 -3.442649612229868594e-02
-4.153994410627932510e-01 -1.547886085865050609e-01 -2.509736385258930502e-01 2.213994673856993500e-02
-4.120000341346896078e-01 -9.020554907869382522e-02 -1.862282711317709838e-01 6.245755899609120587e-02
-3.549474967467527442e-01 -4.805452011735709267e-02 -1.335751694619031482e-01 1.093185195031185913e-01
-3.381301110249612663e-01 5.850377772141569788e-03 -5.165178953425748898e-02 1.193183866141271365e-01
-3.317839313838719661e-01 5.637172143012064013e-02 2.583910414576427728e-02 1.567681027095392254e-01
-2.486252594684663086e-01 9.936596457891150314e-02 3.765099602606375440e-02 1.898831982331322110e-01
-1.635928259638063376e-01 7.325391427235161679e-02 7.760492025284140838e-02 2.120491635841874056e-01
-1.070282859698923061e-01 1.251473657097524894e-01 1.274360627418172354e-01 2.523527583548081377e-01
-3.299654152409080277e-02 1.553010367905674483e-01 1.875106937908324889e-01 2.513060306030731050e-01
4.889761022953109659e-02 1.030829000366957626e-01 1.879816803775938017e-01 2.751050279379147478e-01
1.017970646730644579e-01 4.574643788512688936e-02 2.346030531563689792e-01 3.168258312348400385e-01
1.891958933521498687e-01 2.770371623846538262e-02 2.111742002050601974e-01 2.782642727796774684e-01
2.576903526482969276e-01 1.933857699737049143e-02 2.770390398009991983e-01 2.482583334308289813e-01
3.156918235970993525e-01 -4.639502558742605864e-02 3.178077380458019796e-01 2.738089910040398256e-01
3.470479701041168097e-01 -1.002415581546612228e-01 2.713748036519626483e-01 3.367480536781339850e-01
3.412019772516550753e-01 -1.871783201150845344e-01 2.465821124272449816e-01 2.944024960688466641e-01
3.900342189189748843e-01 -2.275817484337389063e-01 1.837166240514963578e-01 2.493369268932282834e-01
3.735046975761494581e-01 -3.176722495063002416e-01 1.621748063364628345e-01 2.154780044324620669e-01
3.182930460360368086e-01 -3.924969236889161439e-01 1.268076234781968237e-01 2.053733498441781824e-01
3.851105901708506418e-01 -4.634335157421327067e-01 1.140006389844624712e-01 1.869506233400750062e-01
4.387880948814469884e-01 -4.719717138497830922e-01 3.242875999799255116e-02 2.067459061047927371e-01
4.913304896528294385e-01 -5.058350190048687134e-01 3.541308016563993188e-03 2.792585838493252259e-01
5.000000000000000000e-01 -2.999999999999999889e-01 -5.000000000000000000e-01 -2.000000000000000111e-01
