3.092901753972311596e+00 1.065883539274220970e+00 4.731177912595720958e-01
3.086651753972311507e+00 1.059633539265701474e+00 4.668654483597697857e-01
3.080401753972311418e+00 1.053383539255092538e+00 4.606124055061164846e-01
3.074151753972311329e+00 1.047133539247414591e+00 4.543601093413998093e-01
3.067901753972311241e+00 1.040883539238772082e+00 4.481074151603568478e-01
3.061651753972311152e+00 1.034633539232739263e+00 4.418554553022330245e-01
3.055401753972311063e+00 1.028383539226134902e+00 4.356032200632500850e-01
3.049151753972310974e+00 1.022133539218952114e+00 4.293506881610211212e-01
3.042901753972310885e+00 1.015883539211212661e+00 4.230978475245723014e-01
3.036651753972310797e+00 1.009633539205972985e+00 4.168458455915937111e-01
3.030401753972310708e+00 1.003383539200414454e+00 4.105936355358661416e-01
3.024151753972310619e+00 9.971335391945314042e-01 4.043412020088887338e-01
3.017901753972310530e+00 9.908835391883358268e-01 3.980885363941221167e-01
3.011651753972310441e+00 9.846335391818394900e-01 3.918356301019151333e-01
3.005401753972310352e+00 9.783835391774939882e-01 3.855836091381357189e-01
2.999151753972310264e+00 9.721335391729727382e-01 3.793314238827737994e-01
2.992901753972310175e+00 9.658835391682720761e-01 3.730790632683156360e-01
2.986651753972310086e+00 9.596335391633988854e-01 3.668265211764989431e-01
2.980401753972309997e+00 9.533835391583600494e-01 3.605737915334903398e-01
2.974151753972309908e+00 9.471335391531625625e-01 3.543208682975779733e-01
2.967901753972309820e+00 9.408835391478134191e-01 3.480677454710086605e-01
2.961651753972309731e+00 9.346335391442441853e-01 3.418155831356119445e-01
2.955401753972309642e+00 9.283835391405854676e-01 3.355632834910598494e-01
2.949151753972309553e+00 9.225694599728476719e-01 3.293105344798283873e-01
2.942901753972309464e+00 9.173367887227612538e-01 3.230582811516427011e-01
2.936651753972309375e+00 9.126273845978887245e-01 3.168060978808098227e-01
2.930401753972309287e+00 9.083889208856802400e-01 3.105539760692426765e-01
2.924151753972309198e+00 9.045743035433800872e-01 3.043008272718604745e-01
2.917901753972309109e+00 9.011411479355153631e-01 2.980477525902170410e-01
2.911651753972309020e+00 8.980513078886172007e-01 2.917947434309627885e-01
2.905401753972308931e+00 8.952704518465645078e-01 2.855417898495618001e-01
2.899151753972308843e+00 8.927676814088512103e-01 2.792888825309023937e-01
2.892901753972308754e+00 8.905151880150246058e-01 2.730360127566958672e-01
2.886651753972308665e+00 8.884879439606793161e-01 2.667831723721744153e-01
2.880401753972308576e+00 8.866634243118526326e-01 2.605303537554849447e-01
2.874151753972308487e+00 8.850213566279795385e-01 2.542775497894761427e-01
2.867901753972308398e+00 8.835434957125531952e-01 2.480247538356157855e-01
2.861651753972308310e+00 8.822134208887186801e-01 2.417719597098143269e-01
2.855401753972308221e+00 8.810163535473075624e-01 2.355191616599621174e-01
2.849151753972308132e+00 8.799389929400692756e-01 2.292663543450150498e-01
2.842901753972308043e+00 8.789693683935793089e-01 2.230135328154850272e-01
2.836651753972307954e+00 8.780967063017564023e-01 2.167606924952097114e-01
2.830401753972307866e+00 8.773113104191280209e-01 2.105078291642915600e-01
2.824151753972307777e+00 8.766044541247696165e-01 2.042549389431081164e-01
2.817901753972307688e+00 8.759682834598496726e-01 1.980020182773064574e-01
2.811651753972307599e+00 8.753957298614203353e-01 1.917490639237030559e-01
